ID: ,Title: ,Description: ,Rating: ,Link: ,Source: 
103,Intro to Progressive Web Apps,"Progressive Web Apps, Service Workers, Web App Manifest, Offline apps Google In this course you’ll get started working on your very first Progressive Web App (PWA) - a web app that can take advantage of many features native applications have enjoyed!",N/A,https://www.udacity.com/course/intro-to-progressive-web-apps--ud811,Udacity
104,Writing READMEs,"README, Markdown, Making code easier to read Documentation is an important part of the development process. Learn to write READMEs using Markdown so your code can be used by other humans!",N/A,https://www.udacity.com/course/writing-readmes--ud777,Udacity
105,Software Analysis & Testing,"Software Testing, Debugging, Dataflow Analysis, Constraint-based Analysis, Symbolic Execution Georgia Institute of Technology This course covers the theory and practice of software analysis, which is at the heart of software development processes such as diagnosing bugs, testing, and debugging.",N/A,https://www.udacity.com/course/software-analysis-testing--ud333,Udacity
106,iOS Persistence and Core Data,"Data Persistence, Core Data, UserDefaults, FileManager Persisting data is a core skill for any iOS developer. Learn how to store app data to your device using three common techniques: NSUserDefaults, Sandbox, and Core Data.",N/A,https://www.udacity.com/course/ios-persistence-and-core-data--ud325,Udacity
107,Computer Networking,"Software-Defined Networking, Data Center Networking, Content Distribution, Congestion Control, Traffic Shaping Georgia Institute of Technology This is an advanced Computer Networking course that delves into the latest concepts and tools used by the CN industry.",N/A,https://www.udacity.com/course/computer-networking--ud436,Udacity
108,Firebase Analytics: iOS,"Android Development, Firebase Analytics, Firebase Crash Reporting, Firebase Remote Config, Firebase Dynamic Links Google Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution",N/A,https://www.udacity.com/course/firebase-analytics-ios--ud353,Udacity
109,Human-Computer Interaction,"Design Principles, Direct Manipulation Interfaces, Mental Models, Distributed Cognition, Prototyping Georgia Institute of Technology This course is an introductory course on human-computer interaction, covering the principles, techniques, and open areas of development in HCI.",N/A,https://www.udacity.com/course/human-computer-interaction--ud400,Udacity
110,2D Game Development with libGDX,"LibGDX, Game Development, 2D Amazon Appstore for Android This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. At the end you will create a full game, called Icicles.",N/A,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405,Udacity
111,Intro to jQuery,"jQuery, DOM Structure, Reading jQuery documentation, Modify HTML attributes and content Learn how to access and modify the DOM with ease using jQuery!",N/A,https://www.udacity.com/course/intro-to-jquery--ud245,Udacity
112,Cyber-Physical Systems Security,"Industrial Networks, Industrial Control Systems, Smart Grid Infrastructure, Cyber Security, Privacy Georgia Institute of Technology This course provides an introduction to security issues relating to cyber-physical systems including industrial control systems and critical infrastructures.",N/A,https://www.udacity.com/course/cyber-physical-systems-security--ud279,Udacity
113,Introduction to Graduate Algorithms,Georgia Institute of Technology Learn advanced techniques for designing algorithms and apply them to hard computational problems.,N/A,https://www.udacity.com/course/introduction-to-graduate-algorithms--ud401,Udacity
114,Dynamic Web Applications with Sinatra,"Ruby, Sinatra, Building web applications Sinatra is a micro-framework for quickly developing small Ruby applications for the web. In this course, you'll learn all about Sinatra, routing, and templating.",N/A,https://www.udacity.com/course/dynamic-web-applications-with-sinatra--ud268,Udacity
115,How to Make a Platformer Using libGDX,"LibGDX, Game Development, Asset management Amazon Appstore for Android This course will explore how to create a game called Giga Gal. Giga Gal is a platformer in which you run, collect energy packs, jump a bunch, and shoot enemies.",N/A,https://www.udacity.com/course/how-to-make-a-platformer-using-libgdx--ud406,Udacity
116,JavaScript Testing,"Javascript Apps, Jasmine testing framework, red-green-refactor workflow Learn how to iterate on your web applications with confidence using the red-green-refactor workflow cycle and automated testing frameworks.",N/A,https://www.udacity.com/course/javascript-testing--ud549,Udacity
117,Object-Oriented JavaScript,"Object Oriented Javascript, Object-oriented programming, Data and functionality, Prototypal inheritance",N/A,https://www.udacity.com/course/object-oriented-javascript--ud711,Udacity
118,Localization Essentials,"Localization, Google Translator Toolkit, Localization at Google Google Localization is about making a product feel tailored to users around the world. Specifically, it is the process of adapting a product to a language, culture and market.",N/A,https://www.udacity.com/course/localization-essentials--ud610,Udacity
119,Compilers: Theory and Practice,"Compilers, Semantic Analysis, Syntax Directed Translation, Control Flow Analysis Georgia Institute of Technology This course teaches the theory and practice behind building compilers for higher level programming languages.",N/A,https://www.udacity.com/course/compilers-theory-and-practice--ud168,Udacity
120,HTML5 Canvas,"HTML5 Canvas, Canvas2D, Creating animation Learn how you can use HTML5 Canvas to create and modify images or even interactive animations.",N/A,https://www.udacity.com/course/html5-canvas--ud292,Udacity
121,Object Oriented Programming in Java,"Object Oriented Programming, Java, User Interaction Learn how to apply powerful object-oriented programming concepts in Java",N/A,https://www.udacity.com/course/object-oriented-programming-in-java--ud283,Udacity
122,Designing RESTful APIs,"Flask, REST APIs, Python Build and secure a web server with a RESTful Developer-Friendly API that developers will love to use.",N/A,https://www.udacity.com/course/designing-restful-apis--ud388,Udacity
123,GT - Refresher - Advanced OS,"Operating Systems, Virtual Memory, File Systems, Multithreaded Programming, Networking Georgia Institute of Technology This course covers the essential Operating Systems concepts students need in preparation for the rest of the GT ""Advanced Operating Systems"" sequence.",N/A,https://www.udacity.com/course/gt-refresher-advanced-os--ud098,Udacity
124,Intro to JavaScript,"JavaScript, Conditionals, Loops, Data Types & Variables Learn the fundamentals of JavaScript, the most popular programming language in web development.",N/A,https://www.udacity.com/course/intro-to-javascript--ud803,Udacity
125,Grand Central Dispatch (GCD),"Closures, GCD Learn how to prevent background operations from interfering with an app's UI by implementing Apple's GCD framework.",N/A,https://www.udacity.com/course/grand-central-dispatch-gcd--ud576,Udacity
126,Swift for Beginners,"Variables and Constants, Strings, Control Flow, Functions Learn Swift, Apple's programming language for building iOS applications. Start with the basics and work your way towards completing sets of challenges in Swift.",N/A,https://www.udacity.com/course/swift-for-beginners--ud1022,Udacity
127,Intro to Statistics,"Probability, Descriptive Statistics, Inferential Statistics Get ready to analyze, visualize, and interpret data! Thought-provoking examples and chances to combine statistics and programming will keep you engaged and challenged.",N/A,https://www.udacity.com/course/intro-to-statistics--st101,Udacity
128,Intro to HTML and CSS,"HTML, CSS, CSS Syntax, HTML Syntax Problem Set In this course, you'll learn the fundamentals web development, along with best practices and professional problem-solving techniques using Developer Tools.",N/A,https://www.udacity.com/course/intro-to-html-and-css--ud001,Udacity
129,Developing Android Apps,"Android Development, Layouts, Intents, UI Google Build a cloud-connected Android app, and learn the tools, principles, and best practices of mobile and Android development that you'll apply to your own projects.",N/A,https://www.udacity.com/course/new-android-fundamentals--ud851,Udacity
130,Introduction to Python Programming,"In this course, you'll learn the fundamentals of the Python programming language, along with programming best practices. You’ll learn to represent and store data using Python data types and variables, and use conditionals and loops to control the flow of your programs. You’ll harness the power of complex data structures like lists, sets, dictionaries, and tuples to store collections of related data. You’ll define and document your own custom functions, write scripts, and handle errors. Lastly, you’ll learn to find and use modules in the Python Standard Library and other third-party libraries.",N/A,https://www.udacity.com/course/introduction-to-python--ud1110,Udacity
131,Introduction to Virtual Reality,"VR development, Unity, Google VR SDK for Unity, General understanding of how VR works, Deploying to Android and iOS Google VR If you are interested in learning more about virtual reality, this course will teach you the principles of VR technology and help you understand what you can build in VR.",N/A,https://www.udacity.com/course/introduction-to-virtual-reality--ud1012,Udacity
132,Objective-C for Swift Developers,"iOS, Swift, Objective-C, Control Flow Syntax Venmo, Lyft Learn the distinguishing language features of Objective-C. Practice Objective-C syntax by writing classes, and writing and calling methods.",N/A,https://www.udacity.com/course/objective-c-for-swift-developers--ud1009,Udacity
133,Software Testing,"Software Testing, Debugging, Code Coverage Learn how to catch bugs and break software as you discover different testing methods that will help you build better software.",N/A,https://www.udacity.com/course/software-testing--cs258,Udacity
134,Interactive 3D Graphics,"Animated 3D Demo Program, Computer Image Generation, Programming Vertex and Pixel Shaders Autodesk This course will teach you the principles of 3D computer graphics: meshes, transforms, lighting, animation, and making interactive 3D applications run in a browser.",N/A,https://www.udacity.com/course/interactive-3d-graphics--cs291,Udacity
135,Full Stack Foundations,"Flask, CRUD, Model-View-Controller, Python, Object-relational Mapping Amazon Web Services Learn the fundamentals of back-end web development by creating your own web application from the ground up using the iterative development process.",N/A,https://www.udacity.com/course/full-stack-foundations--ud088,Udacity
136,High Performance Computer Architecture,"Processor Pipelining, Branch Prediction, Instruction Scheduling, Memory Ordering, Multiprocessor Architectures Georgia Institute of Technology The HPCA course covers performance measurement, pipelining, and improved parallelism through various means.",N/A,https://www.udacity.com/course/high-performance-computer-architecture--ud007,Udacity
137,AutoLayout,"Design, UI, Stack Views, Constraints With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs.",N/A,https://www.udacity.com/course/auto-layout--ud1026,Udacity
138,Kotlin Bootcamp for Programmers,Android Development Google Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.,N/A,https://www.udacity.com/course/kotlin-bootcamp-for-programmers--ud9011,Udacity
139,Shell Workshop,,N/A,https://www.udacity.com/course/shell-workshop--ud206,Udacity
140,Core ML: Machine Learning for iOS,"iOS, Image Classification, Core ML Learn how to use Apple's Core ML framework to build iOS apps with intelligent new features.",N/A,https://www.udacity.com/course/core-ml--ud1038,Udacity
141,Statistics,"Statistical Research Methods, Data Visualization, Distributions, Hypothesis Testing, Regression San Jose State University We live in a time of unprecedented access to information. You'll learn how to use statistics to interpret that information and make decisions.",N/A,https://www.udacity.com/course/statistics--st095,Udacity
142,Intro to Theoretical Computer Science,"theoretical computer science, NP-completeness, Recognizing algorithmic problems, Solving algorithmic problems Learn the basic concepts in theoretical computer science. Discover what they imply for solving tough computational challenges.",N/A,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313,Udacity
143,Design of Computer Programs,"Computer Program Design, Python, Design Process Learn how to model problems, and how to optimize performance by using some of the advanced features of Python.",N/A,https://www.udacity.com/course/design-of-computer-programs--cs212,Udacity
144,Data Wrangling with MongoDB,"Gathering Data, Assessing Data, Cleaning Data, Data Wrangling, MongoDB MongoDB Data Scientists spend most of their time cleaning data. In this course, you will learn to convert and manipulate messy data to extract what you need.",N/A,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032,Udacity
145,Swift for Developers,"Variables and Constants, Strings, Control Flow, Functions Get a quick practical introduction to Swift programming basics and build your first iOS app!",N/A,https://www.udacity.com/course/swift-for-developers--ud1025,Udacity
146,Firebase in a Weekend: Android,Android Development Google This course will teach you when and why to choose Firebase as a backend for your Android application.,N/A,https://www.udacity.com/course/firebase-in-a-weekend-by-google-android--ud0352,Udacity
147,Software Debugging,"Debugging, Python, Automated Debugging In this course you will learn how to debug programs systematically using scientific methods and build several automated debugging tools in Python.",N/A,https://www.udacity.com/course/software-debugging--cs259,Udacity
148,Deploying a Hadoop Cluster,"Data Analysis, Hadoop, MapReduce Deploy your own Hadoop cluster to crunch some big data!",N/A,https://www.udacity.com/course/deploying-a-hadoop-cluster--ud1000,Udacity
149,Server-Side Swift,"Swift Package Manager, MySQL, Docker, Terraform, Microservices In this course, built in collaboration with IBM and Hashicorp, you'll learn how to use Swift as a server-side language for building end-to-end applications.",N/A,https://www.udacity.com/course/server-side-swift--ud1031,Udacity
150,Programming Languages,"Introduciton to Programming Languages, Validate and Process Strings, HTML and JavaScript, Build your own web browser This course is an introduction to the fundamentals of programming languages. Concepts include how to specify and process valid strings, sentences and program structures.",N/A,https://www.udacity.com/course/programming-languages--cs262,Udacity
151,Networking for Web Developers,"HTTP, Domain Name System, Ping, TCP/IP stack, IP addressing You've used the Internet. Now find out more about how it works.",N/A,https://www.udacity.com/course/networking-for-web-developers--ud256,Udacity
152,Database Systems Concepts & Design,"Database Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL Injection Georgia Institute of Technology This course presents an example of applying a database application development methodology to a major real-world project.",N/A,https://www.udacity.com/course/database-systems-concepts-design--ud150,Udacity
153,Intro to Physics,"Kinematics, Dynamics, Trigonometry, Periodic Motion, Electricity Go to the places where big physics discoveries were made in the past and make them yourself. You’ll visit Italy, the Netherlands, and the UK as you learn basic physics.",N/A,https://www.udacity.com/course/intro-to-physics--ph100,Udacity
154,Intro to Relational Databases,"Rational databases, SQL, Python API, Python DB-API, Select and insert statements Relational databases are a powerful tool used throughout the industry. Learn the basics of SQL and how to connect your Python code to a relational database.",N/A,https://www.udacity.com/course/intro-to-relational-databases--ud197,Udacity
155,ES6 - JavaScript Improved,"JavaScript, ES6, Syntax, Functions Learn about the changes made to the JavaScript programming language in ECMAScript 6 and how to use these new improvements to write better cleaner code.",N/A,https://www.udacity.com/course/es6-javascript-improved--ud356,Udacity
156,Mobile Design and Usability for iOS,"Product Design, Prototyping Facebook for Developers In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",N/A,https://www.udacity.com/course/mobile-design-and-usability-for-ios--ud1034,Udacity
157,Intro to AJAX,"Asynchronous requests with JavaScript, Data APIs, Web Applications, Site Customization Learn how to perform asynchronous requests as you build a web app with data from Google Street View, the New York Times and Wikipedia!",N/A,https://www.udacity.com/course/intro-to-ajax--ud110,Udacity
158,Intro to Algorithms,"Algorithms, Social Networks, Graph Algorithms This class will give you an introduction to the design and analysis of algorithms, enabling you to analyze networks and discover how individuals are connected.",N/A,https://www.udacity.com/course/intro-to-algorithms--cs215,Udacity
159,The MVC Pattern in Ruby,"Ruby, Sinatra, MVC Design Pattern, Writing organized code In this course you’ll learn how to organize your code, and why that’s important. You’ll be using the MVC Design Pattern in the web application micro-framework Sinatra.",N/A,https://www.udacity.com/course/the-mvc-pattern-in-ruby--ud270,Udacity
160,WeChat Mini Program Development,"WeChat Developed by Tencent and Udacity, this course will teach you to build your first Mini Program.",N/A,https://www.udacity.com/course/wechat-mini-programs--ud667,Udacity
161,Asynchronous JavaScript Requests,"Asynchronous Data Retrieval, Ajax with XHR, Ajax with jQuery, Ajax with Fetch Learn how to asynchronously request data in your web applications with Ajax.",N/A,https://www.udacity.com/course/asynchronous-javascript-requests--ud109,Udacity
162,Embedded Systems,"VLIW Architecture, Compilers for Embedded Systems, Differential Register Allocation, Network Processors, Multithreaded Processing Georgia Institute of Technology This course takes a holistic view of the embedded system stack focusing on processor architectures, instruction sets, and the associated advanced compiler optimizations.",N/A,https://www.udacity.com/course/embedded-systems--ud169,Udacity
163,High Performance Computing,"Shared Memory Models, Parallel Algorithms, Distributed Memory Models, Message Passing Interfaces, Hierarchical Memory Models Georgia Institute of Technology This course will give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms.  Offered at Georgia Tech as CS6220",N/A,https://www.udacity.com/course/high-performance-computing--ud281,Udacity
164,HTTP & Web Servers,"HTTP, Python, Deploying services HTTP is the fundamental protocol of the Web. Explore how it works using Python code and command-line tools.",N/A,https://www.udacity.com/course/http-web-servers--ud303,Udacity
165,Advanced Android with Kotlin,"Kotlin, Android Google Develop Feature-Rich Android Apps with the Kotlin Programming Language.",N/A,https://www.udacity.com/course/advanced-android-with-kotlin--ud940,Udacity
166,"Computability, Complexity & Algorithms",Georgia Institute of Technology Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.,N/A,https://www.udacity.com/course/computability-complexity-algorithms--ud061,Udacity
167,Advanced Operating Systems,"Operating System Kernels, Virtualization, Distributed Systems, Cloud Computing, Real-Time Operating Systems Georgia Institute of Technology",N/A,https://www.udacity.com/course/advanced-operating-systems--ud189,Udacity
168,Passwordless Login Solutions for iOS,"Account Kit, Facebook SDK, Graph API Facebook for Developers In this course you'll implement Account Kit and Facebook Login side by side in a sample app, test our login flow on a series of common use cases, and wrap things up with an introduction to Facebook’s Graph API.",N/A,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028,Udacity
169,Version Control with Git,"Git, Version Control, Creating a Git repo, Editing commits Learn how to use Git, a popular Version Control System and essential tool for any developer.",N/A,https://www.udacity.com/course/version-control-with-git--ud123,Udacity
170,Firebase in a Weekend: iOS,Android Development Google This course will teach you when and why to choose Firebase as a backend for your iOS application.,N/A,https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351,Udacity
171,Intro to Point & Click App Development,"Salesforce App Development, Schema Building, Data Modeling Salesforce In this short class you'll build powerful apps without writing code. Great if you're an aspiring developer or someone who wants to learn what programmers do.",N/A,https://www.udacity.com/course/intro-to-point-click-app-development--ud162,Udacity
172,Deploying Applications with Heroku,"App Deployment, Heroku Deploy your first web application using the Heroku platform and learn about the underlying mechanics of web hosting.",N/A,https://www.udacity.com/course/deploying-applications-with-heroku--ud272,Udacity
173,Applied Cryptography,"Cryptography, Ciphers, Encryption Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing.",N/A,https://www.udacity.com/course/applied-cryptography--cs387,Udacity
174,Java Programming Basics,"Java Programming, Java Syntax, Java Functions, Loops Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions.",N/A,https://www.udacity.com/course/java-programming-basics--ud282,Udacity
175,C++ For Programmers,"Pointers and Arrays, Control Flow, Object Oriented Programming, C++ Templates, C++ Standard Library This course teaches C++ to students already familiar with a programming language. Students will learn how to use header files, control flow, functions, classes.",N/A,https://www.udacity.com/course/c-for-programmers--ud210,Udacity
176,Intro to Backend,"User Input, Producing templated output, Databases and data stores, Secure user account systems Learn to build a multiuser blog with Google App Engine that permits users to sign in",N/A,https://www.udacity.com/course/intro-to-backend--ud171,Udacity
177,Network Security,Georgia Institute of Technology,N/A,https://www.udacity.com/course/network-security--ud199,Udacity
178,JavaScript and the DOM,,N/A,https://www.udacity.com/course/javascript-and-the-dom--ud117,Udacity
179,Firebase Analytics: Android,"Android Development, Firebase, Analytics Google Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution",N/A,https://www.udacity.com/course/firebase-analytics-android--ud354,Udacity
180,Configuring Linux Web Servers,,N/A,https://www.udacity.com/course/configuring-linux-web-servers--ud299,Udacity
181,How to Make an iOS App,"iOS, Ideation and Research, UI, App Store Learn the process of building an app, taking your ideas from drawing board to App Store!",N/A,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,Udacity
182,Intro to DevOps,"DevOps, CAMS principles, Continuous Integration, Delivery workflows Nutanix Learn all about the DevOps landscape, workflow, and a survey of the systems currently being used to support scalable software deployment.",N/A,https://www.udacity.com/course/intro-to-devops--ud611,Udacity
183,Google Maps APIs,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage Google This course will introduce you to the content available through the Google Maps APIs through building a real-estate listings web application step-by-step.",N/A,https://www.udacity.com/course/google-maps-apis--ud864,Udacity
184,Passwordless Login Solutions for Android,Facebook for Developers,N/A,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357,Udacity
185,Mobile Design and Usability for Android,"Android, Mobile Design, Usability Facebook for Developers In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",N/A,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358,Udacity
186,Intro to Psychology,"Pyschology, Research Methods, Biology San Jose State University Go on a journey through psychological concepts and principles to enable you to gain a more in-depth understanding of human thought and behavior.",N/A,https://www.udacity.com/course/intro-to-psychology--ps001,Udacity
187,Engagement & Monetization | Mobile Games,"Game Development, Monetization, Engagement Amazon Appstore for Android You will learn the most effective monetization strategies for your game, how to  keep your players interested and engaged, so that your game stands out in the app store.",N/A,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407,Udacity
188,Material Design for Android Developers,"Android Development, Material Design, Surfaces, Graphic Design Google Learn and apply the material design principles that define Android's visual language to your apps.",N/A,https://www.udacity.com/course/material-design-for-android-developers--ud862,Udacity
189,Intro to Data Science,"Data Analysis Process, pandas (Python package), MapReduce paradigm What does a data scientist do? In this course, we will survey the main topics in data science so you can understand the skills that are needed to become a data scientist!",N/A,https://www.udacity.com/course/intro-to-data-science--ud359,Udacity
190,Intro to Data Analysis,"Data Analysis, Python, numpy, pandas Explore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib.",N/A,https://www.udacity.com/course/intro-to-data-analysis--ud170,Udacity
191,SQL for Data Analysis,Mode Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases,N/A,https://www.udacity.com/course/sql-for-data-analysis--ud198,Udacity
192,Intro to Inferential Statistics,"Inferential Statistics, Hypothesis Testing, T-tests, ANOVA Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!",N/A,https://www.udacity.com/course/intro-to-inferential-statistics--ud201,Udacity
193,Spark,"Spark, SparkSQL, Spark Dataframes, Data Wrangling, Machine Learning Insight Master how to work with big data and build machine learning models at scale using Spark!",N/A,https://www.udacity.com/course/learn-spark-at-udacity--ud2002,Udacity
194,Data Analysis and Visualization,"R, Data Analysis, Data Visualization, Regression Georgia Institute of Technology This course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques.",N/A,https://www.udacity.com/course/data-analysis-and-visualization--ud404,Udacity
195,Rapid Prototyping,"Prototyping, User Research, inVision Google Learning to prototype will save you time and money in the development process. You’ll create quality apps faster and have confidence in the viability of your products.",N/A,https://www.udacity.com/course/rapid-prototyping--ud723,Udacity
196,Creating an Analytical Dataset,"Data Issues, Data Formatting, Data Blending Alteryx Learn how to prepare data to ensure the efficacy of your analysis while improving fluency in Alteryx.",N/A,https://www.udacity.com/course/creating-an-analytical-dataset--ud977,Udacity
197,Problem Solving with Advanced Analytics,"Linear Regression Alteryx Learn a scientific approach to solving problems with data, a foundational skill for anyone interested in making data driven decisions in a business context.",N/A,https://www.udacity.com/course/problem-solving-with-advanced-analytics--ud976,Udacity
198,Classification Models,"Binary Classication Models, Non-Binary Classification Models Alteryx Learn how to use classification predictive models to solve business problems involving non-numeric data.",N/A,https://www.udacity.com/course/classification-models--ud978,Udacity
199,Product Design,"Product Design, Design Sprints, Ideation and Validation, UI/UX Google Learn product validation, UI/UX practices, Google’s Design Sprint and the process for setting and tracking actionable metrics.",N/A,https://www.udacity.com/course/product-design--ud509,Udacity
200,Segmentation and Clustering,"Variable Reduction, Clustering Models design The Segmentation & Clustering course provides students with the knowledge to build and apply clustering models to develop sophisticated segmentation in business contexts.",N/A,https://www.udacity.com/course/segmentation-and-clustering--ud981,Udacity
201,Time Series Forecasting,"Time Series Forecasting, ETS Models, ARIMA Models The Time Series Forecasting course provides students with the foundational knowledge to build and apply time series forecasting models in a variety of business contexts.",N/A,https://www.udacity.com/course/time-series-forecasting--ud980,Udacity
202,App Marketing,"App Marketing, User Segmentation, Customer Acquisition Google This course will help you organize a strategy of identifying your perfect user, and teach you how to grow your user base by focusing your product on their needs.",N/A,https://www.udacity.com/course/app-marketing--ud719,Udacity
203,App Monetization,"Product Design, Google Analytics Google Learn how to effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.",N/A,https://www.udacity.com/course/app-monetization--ud518,Udacity
204,A/B Testing for Business Analysts,"A/B Randomized Design Tests, A/B Matched Pair Design Tests The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making.",N/A,https://www.udacity.com/course/ab-testing--ud979,Udacity
205,How to Build a Startup,"Entrepreneurship, Value Proposition, Revenue Models, Customer Segments Learn what it takes to build a successful startup using the Customer Development process, where entrepreneurs ""get out of the building"" to gather and iterate on feedback.",N/A,https://www.udacity.com/course/how-to-build-a-startup--ep245,Udacity
206,Get Your Startup Started,"Entrepreneurship, Bootstrapping Google Acquire the know-how necessary to see your business grow towards its next milestone.",N/A,https://www.udacity.com/course/get-your-startup-started--ud806,Udacity
207,Managing Remote Teams with Upwork,"Team Management, Workforce Training, Business Strategy, Agile Management, Remote Work Upwork Bring your remote-teams to the next level with hands-on skills to manage your remote workforce effectively.",N/A,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942,Udacity
208,Hybrid Cloud Fundamentals,"Hybrid Cloud, Nutanix, Hyperconverged Infrastructure, Prism web console, Private Cloud, Virtual Machine Nutanix Dive into the role of a hybrid cloud engineer and learn how to use Nutanix's Hyperconverged Infrastructure (HCI) software to configure the different components of a private cloud cluster.",N/A,https://www.udacity.com/course/hybrid-cloud-fundamentals--ud0321,Udacity
209,Intro to Cloud Computing,"Cloud Computing,  AWS Console,  Compute Services,  Serverless Architecture,  Cloud Databases This free course will equip you with the foundational skills you need to pursue a career in cloud computing. The course covers fundamental cloud computing principles and features hands-on practice using AWS, the leading cloud service provider.",N/A,https://www.udacity.com/course/intro-to-cloud-computing--ud080,Udacity
210,Cyber-Physical Systems Design & Analysis,Georgia Institute of Technology This course provides an introduction to cyber-physical systems with an industrial perspective.,N/A,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,Udacity
211,Differential Equations in Action,"Math, Differential Equations Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!",N/A,https://www.udacity.com/course/differential-equations-in-action--cs222,Udacity
212,Self-Driving Fundamentals: Featuring Apollo ,"Apollo HD Map, Localization, Perception, Prediction, Planning, Control Baidu Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. ",N/A,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419,Udacity
213,Linear Algebra Refresher Course,"Algebra, Python, Vectors, Intersections Learn linear algebra by doing: you will code your own library of linear algebra functions!",N/A,https://www.udacity.com/course/linear-algebra-refresher-course--ud953,Udacity
214,Machine Learning: Unsupervised Learning,"Randomized Optimization, Clustering, Feature Selection, Feature Transformation, Information Theory Georgia Institute of Technology Ever wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!",N/A,https://www.udacity.com/course/machine-learning-unsupervised-learning--ud741,Udacity
215,Big Data Analytics in Healthcare,"Data Analytics, Health Care Applications, Algorithms Georgia Institute of Technology In this course, we introduce the characteristics of medical data and associated data mining challenges on dealing with such data. We cover various algorithms and systems.",N/A,https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758,Udacity
216,Intro to Descriptive Statistics,"Descriptive Statistics, Estimation, Central Limit Theorem Intro to Descriptive Statistics will teach you the basic concepts of statistics that can be used to extract information from data.",N/A,https://www.udacity.com/course/intro-to-descriptive-statistics--ud827,Udacity
217,Intel® Edge AI Fundamentals with OpenVINO™,"Edge AI, Intel OpenVINO, Computer Vision, Deep Learning Stay at the cutting-edge of AI technology by gaining practical skills for deploying edge AI. Learn how to use the Intel Distribution of OpenVINO toolkit to deploy computer vision capabilities inside a range of edge applications.",N/A,https://www.udacity.com/course/intel-edge-AI-fundamentals-with-openvino--ud132,Udacity
218,Artificial Intelligence,"Artificial Intelligence, Probability, Bayesian Networks, Logic and Planning, Machine Learning Georgia Institute of Technology This course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.",N/A,https://www.udacity.com/course/artificial-intelligence--ud954,Udacity
219,Secure and Private AI,Facebook AI Learn how to extend PyTorch with the tools necessary to train AI models that preserve user privacy.,N/A,https://www.udacity.com/course/secure-and-private-ai--ud185,Udacity
220,Model Building and Validation,"Questioning, Modeling, Validation, Data Analysis, QMV Process AT&T This course will teach you how to start from scratch in understanding and paying attention to what is important in the data and how to answer questions about data.",N/A,https://www.udacity.com/course/model-building-and-validation--ud919,Udacity
221,Data Visualization and D3.js,"d3.js, Design of Visualizations, Data Visualization, Visual Encodings Zipfian Learn the fundamentals of data visualization and apply design and narrative concepts to create your own visualization.",N/A,https://www.udacity.com/course/data-visualization-and-d3js--ud507,Udacity
222,Machine Learning for Trading,"Pandas, Time Series Analysis, Computational Investing, Algorithmic Trading, Reinforcement Learning for Trading Georgia Institute of Technology Implement machine learning based strategies to make trading decisions using real-world data.",N/A,https://www.udacity.com/course/machine-learning-for-trading--ud501,Udacity
